,id,label,nationality,date_of_birth,year_of_birth,image,country
11,Q4480310,Kurt Fabri,austria,1923-05-01T00:00:00Z,1923,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Фабри_Курт_Эрнестович.jpg/200px-Фабри_Курт_Эрнестович.jpg,Austria
12,Q4491474,Vladimir Fomin,soviet_union,1938-06-03T00:00:00Z,1938,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Фомин_Владимир_Кузьмич.jpg/200px-Фомин_Владимир_Кузьмич.jpg,Russian Federation
13,Q4492567,Léon Bouter,kingdom_of_the_netherlands,1935-06-25T00:00:00Z,1935,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Leon_Bouter_LAnge_Voorhout_Den_Haag.jpg/200px-Leon_Bouter_LAnge_Voorhout_Den_Haag.jpg,Netherlands
14,Q4494017,Olegar Fedoro,soviet_union,1958-03-06T00:00:00Z,1958,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Olegar_Fedoro_on_M_film_set.jpg/200px-Olegar_Fedoro_on_M_film_set.jpg,Russian Federation
15,Q4499742,Tsuguo Hongo,japan,1923-11-01T00:00:00Z,1923,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Professeur_Hongô_Tsuguo_1989_8-25_Asahinomori.jpg/200px-Professeur_Hongô_Tsuguo_1989_8-25_Asahinomori.jpg,Japan
16,Q4503713,Sergey Tsekov,ukraine,1953-09-28T00:00:00Z,1953,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Tsecov2.JPG/200px-Tsecov2.JPG,Ukraine
17,Q4506129,Mariya Tsukanova,soviet_union,1924-09-14T00:00:00Z,1924,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Мария_Цуканова_-_Mariya_Tsukanova_(cropped).jpg/200px-Мария_Цуканова_-_Mariya_Tsukanova_(cropped).jpg,Russian Federation
18,Q4508313,Alexander Chekmenev,soviet_union,1969-04-01T00:00:00Z,1969,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/DSC08946-chekmenev-NNPM-crop.jpg/200px-DSC08946-chekmenev-NNPM-crop.jpg,Russian Federation
19,Q4515196,Valery Chehlov,soviet_union,1941-08-19T00:00:00Z,1941,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Valeriy_Chekhlov_2.jpg/200px-Valeriy_Chekhlov_2.jpg,Russian Federation
20,Q4525679,Yasin Malik,india,1966-04-03T00:00:00Z,1966,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Yasin-Malik.jpg/200px-Yasin-Malik.jpg,India
21,Q4632761,Jo Klingers,kingdom_of_the_netherlands,1933-05-04T00:00:00Z,1933,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Persoonlijk_21.jpg/200px-Persoonlijk_21.jpg,Netherlands
22,Q4661119,Aadesh Shrivastava,india,1966-09-04T00:00:00Z,1966,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Aadesh_Shrivastava.jpg/200px-Aadesh_Shrivastava.jpg,India
23,Q4674294,Aclan Bates,united_states_of_america,1966-06-25T00:00:00Z,1966,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Aclan.jpg/200px-Aclan.jpg,United States
24,Q4678820,Adam C. Siepel,united_states_of_america,1972-06-24T00:00:00Z,1972,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Adam_Siepel_head_shot.tiff/200px-Adam_Siepel_head_shot.tiff,United States
25,Q4679169,Adam Guettel,united_states_of_america,1964-12-16T00:00:00Z,1964,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Guettel_DPU.jpg/200px-Guettel_DPU.jpg,United States
26,Q4683097,Yogi Adityanath,india,1972-06-05T00:00:00Z,1972,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Ajay_Bisht.jpg/200px-Ajay_Bisht.jpg,India
27,Q4685780,Adrián Mahía,argentina,1967-09-02T00:00:00Z,1967,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Arián_Mahía.jpeg/200px-Arián_Mahía.jpeg,Argentina
28,Q4693207,Agni Sapkota,nepal,1960-03-07T00:00:00Z,1960,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Agni_Spkta.jpg/200px-Agni_Spkta.jpg,Nepal
29,Q4699896,Ajmal Shams,afghanistan,1972-01-01T00:00:00Z,1972,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Ajmalshams1_2012.jpg/200px-Ajmalshams1_2012.jpg,Afghanistan
30,Q4706735,Alan Goodall,united_kingdom,1981-12-02T00:00:00Z,1981,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Alan_Goodall.jpg/200px-Alan_Goodall.jpg,United Kingdom
31,Q4708077,Alan Wilson,united_states_of_america,1973-07-16T00:00:00Z,1973,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/AlanWilsonOfficialPortrait.jpg/200px-AlanWilsonOfficialPortrait.jpg,United States
32,Q4714362,Alees Samaan,bahrain,2000-01-01T00:00:00Z,2000,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Alees_Samaan.jpg/200px-Alees_Samaan.jpg,Bahrain
33,Q4717139,Alex Hartman,australia,1980-07-03T00:00:00Z,1980,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Alex_Hartman.tiff/200px-Alex_Hartman.tiff,Australia
34,Q4718988,Alexander Gorlov,united_states_of_america,1931-03-23T00:00:00Z,1931,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Alexander_Gorlov_inside_Helical_Turbine.gif/200px-Alexander_Gorlov_inside_Helical_Turbine.gif,United States
35,Q4721226,Alexandru Tudose,romania,1987-04-03T00:00:00Z,1987,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Alexandru_Tudose.TIF/200px-Alexandru_Tudose.TIF,Romania
36,Q4722069,Alfonso Motagalvan,united_states_of_america,1987-02-11T00:00:00Z,1987,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/AlfonsoMotagalvanSTRIKERS.jpg/200px-AlfonsoMotagalvanSTRIKERS.jpg,United States
37,Q4738092,Alvin F. Poussaint,united_states_of_america,1934-05-15T00:00:00Z,1934,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Alvin_F._Poussaint.jpg/200px-Alvin_F._Poussaint.jpg,United States
38,Q4751373,Anandmurti Gurumaa,india,1966-04-08T00:00:00Z,1966,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Anandmurti-Gurumaa.jpg/200px-Anandmurti-Gurumaa.jpg,India
39,Q4757296,Andrew Hewitt,united_kingdom,1976-03-28T00:00:00Z,1976,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Andrew_Hewitt_Composer2.jpg/200px-Andrew_Hewitt_Composer2.jpg,United Kingdom
40,Q4759334,Andrii Kviatkovskyi,ukraine,1990-02-02T00:00:00Z,1990,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Wrestling_at_the_2016_Summer_Olympics,_Asgarov_vs_Kvyatkovskyy_2.jpg/200px-Wrestling_at_the_2016_Summer_Olympics,_Asgarov_vs_Kvyatkovskyy_2.jpg",Ukraine
41,Q4760286,Andrés Ycaza Mantilla,ecuador,1976-05-16T00:00:00Z,1976,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Andres_Ycaza_Mantilla.jpg/200px-Andres_Ycaza_Mantilla.jpg,Ecuador
42,Q4760354,Andy Akinwolere,united_kingdom,1982-11-30T00:00:00Z,1982,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Ayo_Akinwolere_.jpg/200px-Ayo_Akinwolere_.jpg,United Kingdom
43,Q4766645,Ann Rivers,united_states_of_america,1968-01-01T00:00:00Z,1968,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Ann_Rivers'_Official_2013_Senate_Portrait.jpg/200px-Ann_Rivers'_Official_2013_Senate_Portrait.jpg,United States
44,Q4769219,Annie Abrahams,kingdom_of_the_netherlands,1954-05-17T00:00:00Z,1954,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Annie_Abrahams.gif/200px-Annie_Abrahams.gif,Netherlands
45,Q4770028,AnonymousCulture,united_states_of_america,1985-10-20T00:00:00Z,1985,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/AnonymousCulture.jpg/200px-AnonymousCulture.jpg,United States
46,Q4770968,Antara Biswas,india,1982-10-21T00:00:00Z,1982,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Antara_Biswas_at_Bharti_Singh’s_pre-wedding_bangle_ceremony_(04)_(cropped).jpg/200px-Antara_Biswas_at_Bharti_Singh’s_pre-wedding_bangle_ceremony_(04)_(cropped).jpg,India
47,Q4772605,Anthony Goldbloom,australia,1983-06-21T00:00:00Z,1983,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Anthony_Goldbloom_headshot.jpg/200px-Anthony_Goldbloom_headshot.jpg,Australia
48,Q4773558,Anthony Tapia,colombia,1987-01-16T00:00:00Z,1987,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Tapia.jpg/200px-Tapia.jpg,Colombia
49,Q4777685,Anu Choudhury,india,1979-08-30T00:00:00Z,1979,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Anu_Choudhury_in_Ekalabya_award.jpg/200px-Anu_Choudhury_in_Ekalabya_award.jpg,India
50,Q4777761,Anuj Rastogi,canada,1978-01-01T00:00:00Z,1978,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Anuj_Rastogi_-_Omnesia_Live_2009.jpg/200px-Anuj_Rastogi_-_Omnesia_Live_2009.jpg,Canada
51,Q4777888,Anurag Anand,india,1978-11-02T00:00:00Z,1978,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Anurag_Anand.JPG/200px-Anurag_Anand.JPG,India
52,Q4778937,Apache Ness,panama,1971-08-06T00:00:00Z,1971,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Apache_ness_C3.jpg/200px-Apache_ness_C3.jpg,Panama
53,Q4789546,Arghus,brazil,1988-01-19T00:00:00Z,1988,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Braga_tren_(7).jpg/200px-Braga_tren_(7).jpg,Brazil
54,Q4792417,Arliss Sturgulewski,united_states_of_america,1927-09-27T00:00:00Z,1927,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Arliss_Sturgulewski_in_1989.jpg/200px-Arliss_Sturgulewski_in_1989.jpg,United States
55,Q4795144,Arnold Leibovit,united_states_of_america,1950-06-18T00:00:00Z,1950,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Arnold_Leibovit.jpg/200px-Arnold_Leibovit.jpg,United States
56,Q4802163,Aruna Miller,united_states_of_america,1964-11-06T00:00:00Z,1964,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Aruna_Miller.jpg/200px-Aruna_Miller.jpg,United States
57,Q4813244,"Athanasius, Metropolitan of Beni Suef",egypt,1923-02-01T00:00:00Z,1923,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Coptic_cross.svg/200px-Coptic_cross.svg,Egypt
58,Q4828492,Avi Weinroth,israel,1963-01-01T00:00:00Z,1963,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Dr._Avraham_Weinroth.JPG/200px-Dr._Avraham_Weinroth.JPG,Israel
59,Q4860441,Barend Mons,kingdom_of_the_netherlands,1957-01-01T00:00:00Z,1957,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Barend4.jpg/200px-Barend4.jpg,Netherlands
60,Q4862393,Baron Geisler,philippines,1982-06-05T00:00:00Z,1982,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Erningtoothpick.jpg/200px-Erningtoothpick.jpg,Philippines
61,Q4865090,Miloš Blagojević,serbia,1930-10-17T00:00:00Z,1930,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Miloš_Blagojević,_SANU.jpg/200px-Miloš_Blagojević,_SANU.jpg",Serbia
62,Q4891872,Carmen Naranjo,costa_rica,1928-01-30T00:00:00Z,1928,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Carmen_Naranjo.jpg/200px-Carmen_Naranjo.jpg,Costa Rica
63,Q4901101,Bharat Bhushan,india,1920-06-14T00:00:00Z,1920,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Actor_Bharat_Bhushan.jpg/200px-Actor_Bharat_Bhushan.jpg,India
64,Q4911423,Bill Woodcock,united_states_of_america,1971-08-16T00:00:00Z,1971,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Bill_Woodcock2_240x300.jpg/200px-Bill_Woodcock2_240x300.jpg,United States
65,Q4911450,Bill Yellowtail,united_states_of_america,1948-01-08T00:00:00Z,1948,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Williamyellowtailcspanbookdiscussion.jpg/200px-Williamyellowtailcspanbookdiscussion.jpg,United States
66,Q4924397,Blake Green,australia,1986-09-19T00:00:00Z,1986,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/BLAKE_GREEN.jpg/200px-BLAKE_GREEN.jpg,Australia
67,Q4932661,Bob Hallett,canada,1968-05-23T00:00:00Z,1968,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Bob_Hallett.jpg/200px-Bob_Hallett.jpg,Canada
68,Q4934913,Bobby Darling,india,1976-01-01T00:00:00Z,1976,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Bobby_Darling.JPG/200px-Bobby_Darling.JPG,India
69,Q4946593,Borris Miles,united_states_of_america,1965-10-29T00:00:00Z,1965,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/RepMilesHeadshot.jpg/200px-RepMilesHeadshot.jpg,United States
70,Q4953771,Moa Herngren,sweden,1969-05-01T00:00:00Z,1969,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Moa_Herngren_2017_(cropped).xcf/200px-Moa_Herngren_2017_(cropped).xcf,Sweden
71,Q4954028,Brad Jacobs,canada,1985-06-11T00:00:00Z,1985,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Brad_Jacobs.jpg/200px-Brad_Jacobs.jpg,Canada
72,Q4954214,Elisabeth Hjorth,sweden,1975-03-07T00:00:00Z,1975,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Elisabeth_Hjorth.jpg/200px-Elisabeth_Hjorth.jpg,Sweden
73,Q4958727,Katarina Kieri,sweden,1965-01-15T00:00:00Z,1965,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Katarina_Kieri_2010-06-28_001.tiff/200px-Katarina_Kieri_2010-06-28_001.tiff,Sweden
74,Q4961692,Brentley Frazer,australia,1972-01-01T00:00:00Z,1972,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Brentley_Frazer_Australian_Author.jpg/200px-Brentley_Frazer_Australian_Author.jpg,Australia
75,Q4961944,Bret Lott,united_states_of_america,1958-10-08T00:00:00Z,1958,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/BioPic.jpg/200px-BioPic.jpg,United States
76,Q4963541,Brian Deas,united_kingdom,1965-11-17T00:00:00Z,1965,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Brian_Deas.jpg/200px-Brian_Deas.jpg,United Kingdom
77,Q4964323,Brian Kelsey,united_states_of_america,1977-12-22T00:00:00Z,1977,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Brian_Kelsey.png/200px-Brian_Kelsey.png,United States
78,Q4969042,Eva Nazemson,sweden,1985-07-06T00:00:00Z,1985,"https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Slawomir_Rynkiewicz_and_Eva_Nazemson,_Waterwörld.jpeg/200px-Slawomir_Rynkiewicz_and_Eva_Nazemson,_Waterwörld.jpeg",Sweden
79,Q4974184,Bronx Goodwin,australia,1984-11-05T00:00:00Z,1984,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/BRONX_GOODWIN.jpg/200px-BRONX_GOODWIN.jpg,Australia
80,Q4974307,Brook Andrew,australia,1970-01-01T00:00:00Z,1970,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Brook_portrait_in_studio_2015_15cm.jpg/200px-Brook_portrait_in_studio_2015_15cm.jpg,Australia
81,Q4979126,Bruno Barros di Pietro,brazil,1982-06-15T00:00:00Z,1982,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/BRUNO_BARROS.png/200px-BRUNO_BARROS.png,Brazil
82,Q4989117,Stina Lundberg Dabrowski,sweden,1950-12-03T00:00:00Z,1950,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/TV-intervjuet-_Jeg_spør,_altså_er_jeg?_(13950608629).jpg/200px-TV-intervjuet-_Jeg_spør,_altså_er_jeg?_(13950608629).jpg",Sweden
83,Q4993724,Reuben Droughns,united_states_of_america,1978-08-21T00:00:00Z,1978,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Image!Reuben.JPG/200px-Image!Reuben.JPG,United States
84,Q5015548,Renat Kuzmin,soviet_union,1967-07-12T00:00:00Z,1967,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Renat_Raveliiovych_Kuzmin_cropped_(3×4).jpg/200px-Renat_Raveliiovych_Kuzmin_cropped_(3×4).jpg,Russian Federation
85,Q5040359,Carl J. Johnson,united_states_of_america,1929-07-02T00:00:00Z,1929,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Johnson-Carl_033.jpg/200px-Johnson-Carl_033.jpg,United States
86,Q5041702,Carlos Alberto Peña,mexico,1990-03-29T00:00:00Z,1990,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Carlos_gullit_peña_concentración.jpg/200px-Carlos_gullit_peña_concentración.jpg,Mexico
87,Q5043076,Carlton W. Reeves,united_states_of_america,1964-04-11T00:00:00Z,1964,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/CarltonReeves.jpg/200px-CarltonReeves.jpg,United States
88,Q5051291,Catalina Yue,united_states_of_america,2000-01-01T00:00:00Z,2000,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Catalina_Yue_Angel.jpg/200px-Catalina_Yue_Angel.jpg,United States
89,Q5056412,Cecilia Bracamonte,peru,1948-11-22T00:00:00Z,1948,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Quinto_aniversario_del_programa_Enhorabuena_con_Cecilia_Bracamonte.jpg/200px-Quinto_aniversario_del_programa_Enhorabuena_con_Cecilia_Bracamonte.jpg,Peru
90,Q5065409,Cesar Acuña,peru,1952-08-11T00:00:00Z,1952,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/César_Acuña_Peralta_-_CAP.jpg/200px-César_Acuña_Peralta_-_CAP.jpg,Peru
91,Q5066005,Chabelo,mexico,1935-02-17T00:00:00Z,1935,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Chabel.jpg/200px-Chabel.jpg,Mexico
92,Q5070313,Chan I-hua,taiwan,1957-01-01T00:00:00Z,1957,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Zhan_Yi_hua.jpg/200px-Zhan_Yi_hua.jpg,"Taiwan, Province of China"
93,Q5091910,Cheri Dennis,united_states_of_america,1979-08-07T00:00:00Z,1979,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Cheri_Dennis2008.png/200px-Cheri_Dennis2008.png,United States
94,Q5110740,Christina Aguilar,thailand,1966-10-31T00:00:00Z,1966,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Tina_mjpress.JPG/200px-Tina_mjpress.JPG,Thailand
95,Q5110779,Christina Fallin,united_states_of_america,1987-03-18T00:00:00Z,1987,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Christina_Fallin.jpg/200px-Christina_Fallin.jpg,United States
96,Q5112386,Christopher Gaffney,united_kingdom,1962-01-01T00:00:00Z,1962,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Chris_Gaffney_surveying_at_Stonehenge_December_2007.jpg/200px-Chris_Gaffney_surveying_at_Stonehenge_December_2007.jpg,United Kingdom
97,Q5123870,Edd Gould,united_kingdom,1988-10-28T00:00:00Z,1988,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Edd2.jpg/200px-Edd2.jpg,United Kingdom
98,Q5128969,Claude Morinière,france,1960-01-10T00:00:00Z,1960,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Claude_moriniere.jpg/200px-Claude_moriniere.jpg,France
99,Q5166984,Cook Lougheed,united_states_of_america,1922-04-08T00:00:00Z,1922,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Cook-lougheed.jpg/200px-Cook-lougheed.jpg,United States
100,Q5170449,Corey Stewart,united_states_of_america,1968-08-01T00:00:00Z,1968,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Corey_Stewart_Prince_William.png/200px-Corey_Stewart_Prince_William.png,United States
101,Q5203567,D. Dudley Bloom,united_states_of_america,1922-09-20T00:00:00Z,1922,"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/1964,_Portrait_of_Dad.jpg/200px-1964,_Portrait_of_Dad.jpg",United States
102,Q5205453,DJ Skeet Skeet,united_states_of_america,1985-11-27T00:00:00Z,1985,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Yung_Skeeter_Promo_Picture.jpg/200px-Yung_Skeeter_Promo_Picture.jpg,United States
103,Q5218900,Daniel Taub,israel,1962-01-01T00:00:00Z,1962,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Ambassador_Daniel_Taub.jpg/200px-Ambassador_Daniel_Taub.jpg,Israel
104,Q5219538,Danijel Pavlović,serbia,1985-07-27T00:00:00Z,1985,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Фотографија_Данијел_Павловић.jpg/200px-Фотографија_Данијел_Павловић.jpg,Serbia
105,Q5220806,Danny Schmidt,united_states_of_america,1970-10-07T00:00:00Z,1970,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Danny_Schmidt_2.jpg/200px-Danny_Schmidt_2.jpg,United States
106,Q5222683,Daria Joura,australia,1990-05-02T00:00:00Z,1990,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Daria_Joura_(28744915757).jpg/200px-Daria_Joura_(28744915757).jpg,Australia
107,Q5222876,Dario Vittori,argentina,1921-09-14T00:00:00Z,1921,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Darío_Víttori.jpg/200px-Darío_Víttori.jpg,Argentina
108,Q5234051,David Gatten,united_states_of_america,1971-02-11T00:00:00Z,1971,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/DavidGatten_forWikipedia.jpg/200px-DavidGatten_forWikipedia.jpg,United States
109,Q5236979,David Mabberley,united_kingdom,1948-05-01T00:00:00Z,1948,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Bulletin_of_the_British_Museum_(Natural_History)_Botany_(1978-1979)_(20434715912).jpg/200px-Bulletin_of_the_British_Museum_(Natural_History)_Botany_(1978-1979)_(20434715912).jpg,United Kingdom
110,Q5238228,David Omand,united_kingdom,1947-04-15T00:00:00Z,1947,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/David_Omand.jpeg/200px-David_Omand.jpeg,United Kingdom
111,Q5257668,Denise Frossard,brazil,1950-10-06T00:00:00Z,1950,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Frossard118756.jpeg/200px-Frossard118756.jpeg,Brazil
112,Q5258831,Dennis P. Lockhart,united_states_of_america,1947-02-01T00:00:00Z,1947,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Dennis_Lockhart_01-19-2012.png/200px-Dennis_Lockhart_01-19-2012.png,United States
113,Q5269371,Dharmendra Yadav,india,1979-02-03T00:00:00Z,1979,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Dharmandra_yadav.jpg/200px-Dharmandra_yadav.jpg,India
114,Q5269374,Dharmesh Yelande,india,1982-10-31T00:00:00Z,1982,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Dharmesh_Yelande_'The_Dancer'.png/200px-Dharmesh_Yelande_'The_Dancer'.png,India
115,Q5276884,Dilley sextuplets,united_states_of_america,1993-05-25T00:00:00Z,1993,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Dilley_Sextuplets_Babies.JPG/200px-Dilley_Sextuplets_Babies.JPG,United States
116,Q5277138,Dima Orsho,syria,1975-01-01T00:00:00Z,1975,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Dima_Orsho.jpg/200px-Dima_Orsho.jpg,Syrian Arab Republic
117,Q5322167,E. T. Mohammed Basheer,india,1946-07-01T00:00:00Z,1946,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/ET_Mohammed_Basheer.jpg/200px-ET_Mohammed_Basheer.jpg,India
