,id,label,nationality,date_of_birth,year_of_birth,image,country
26,Q321108,Rodrigo Bueno,argentina,1973-05-24T00:00:00Z,1973,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Rodrigo_de_joven.jpg/200px-Rodrigo_de_joven.jpg,Argentina
27,Q323154,Tobias Picker,united_states_of_america,1954-07-18T00:00:00Z,1954,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Parkave23.jpg/200px-Parkave23.jpg,United States
28,Q324981,Francis Cabrel,france,1953-11-23T00:00:00Z,1953,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Cabrel.jpg/200px-Cabrel.jpg,France
29,Q326405,Horacio Serpa,colombia,1943-01-03T00:00:00Z,1943,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/HoracioSerpa.png/200px-HoracioSerpa.png,Colombia
30,Q328881,Marcelle Lentz-Cornette,luxembourg,1927-03-02T00:00:00Z,1927,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Marcellelentzcornette.jpg/200px-Marcellelentzcornette.jpg,Luxembourg
31,Q329617,Paul Crake,australia,1976-12-06T00:00:00Z,1976,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/2006Taipei101RunUp_Elite-20.jpg/200px-2006Taipei101RunUp_Elite-20.jpg,Australia
32,Q329867,Jeremy Bonderman,united_states_of_america,1982-10-28T00:00:00Z,1982,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Bonderman_works_it.jpg/200px-Bonderman_works_it.jpg,United States
33,Q333030,"Ian Lang, Baron Lang of Monkton",united_kingdom,1940-06-27T00:00:00Z,1940,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Ian_Lang,_Baron_Lang_of_Monkton.jpg/200px-Ian_Lang,_Baron_Lang_of_Monkton.jpg",United Kingdom
34,Q334718,Nasser Mohammed Al-Ahmed Al-Sabah,kuwait,1940-12-22T00:00:00Z,1940,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/HH-Sh-Nasser-AlSabah2.jpg/200px-HH-Sh-Nasser-AlSabah2.jpg,Kuwait
35,Q335035,Baselios Thomas I,india,1929-07-22T00:00:00Z,1929,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Catholicos_B.ThomasI.jpg/200px-Catholicos_B.ThomasI.jpg,India
36,Q335465,Robert Runcie,united_kingdom,1921-10-02T00:00:00Z,1921,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Runciethumb.jpg/200px-Runciethumb.jpg,United Kingdom
37,Q336046,Robert Badinter,france,1928-03-30T00:00:00Z,1928,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Robert_Badinter.jpg/200px-Robert_Badinter.jpg,France
38,Q338623,Svyatoslav Belza,soviet_union,1942-04-26T00:00:00Z,1942,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Belza.png/200px-Belza.png,Russian Federation
39,Q341375,Acid Maria,germany,2000-01-01T00:00:00Z,2000,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Acid_Maria.jpg/200px-Acid_Maria.jpg,Germany
40,Q345578,Łukasz Garguła,poland,1981-02-25T00:00:00Z,1981,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Garguła3.jpg/200px-Garguła3.jpg,Poland
41,Q348199,Mehmet Topal,turkey,1986-03-03T00:00:00Z,1986,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/AUT_vs._TUR_2016-03-29_(316).jpg/200px-AUT_vs._TUR_2016-03-29_(316).jpg,Turkey
42,Q348416,Peter Forsberg,sweden,1973-07-20T00:00:00Z,1973,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Peter_Forsberg_2017-03-13_001.jpg/200px-Peter_Forsberg_2017-03-13_001.jpg,Sweden
43,Q363392,Michel Aoun,lebanon,1935-02-18T00:00:00Z,1935,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Michel_Aoun,_2015.jpg/200px-Michel_Aoun,_2015.jpg",Lebanon
44,Q366073,Fulvio Collovati,italy,1957-05-09T00:00:00Z,1957,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Fulvio_Collovati.jpg/200px-Fulvio_Collovati.jpg,Italy
45,Q367420,Luuk Balkestein,kingdom_of_the_netherlands,1954-04-09T00:00:00Z,1954,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Luuk_Balkestein.jpg/200px-Luuk_Balkestein.jpg,Netherlands
46,Q369150,Kim Yong-jun,north_korea,1983-07-19T00:00:00Z,1983,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Kim_Yong_Jun_Entrenador_de_fútbol.png/200px-Kim_Yong_Jun_Entrenador_de_fútbol.png,Korea
47,Q372189,Peter Szalai,hungary,1962-04-25T00:00:00Z,1962,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Szp1.jpg/200px-Szp1.jpg,Hungary
48,Q372481,Ninetto Davoli,italy,1948-10-11T00:00:00Z,1948,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Ninetto_Davoli-1972.png/200px-Ninetto_Davoli-1972.png,Italy
49,Q373216,Pam Dawber,united_states_of_america,1951-10-18T00:00:00Z,1951,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/PamDawberHWOFOct2012.jpg/200px-PamDawberHWOFOct2012.jpg,United States
50,Q375767,Mitch Richmond,united_states_of_america,1965-06-30T00:00:00Z,1965,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Mitch_Richmond.jpg/200px-Mitch_Richmond.jpg,United States
51,Q377461,Valery Legasov,soviet_union,1936-09-01T00:00:00Z,1936,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Valerij_Legasov_.png/200px-Valerij_Legasov_.png,Russian Federation
52,Q379171,Shashi Kapoor,india,1938-03-18T00:00:00Z,1938,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Shashi_Kapoor01.jpg/200px-Shashi_Kapoor01.jpg,India
53,Q381334,Constantine Chiwenga,zimbabwe,1956-08-25T00:00:00Z,1956,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Constantino_Chiwenga.jpg/200px-Constantino_Chiwenga.jpg,Zimbabwe
54,Q381445,Tony Kaye,united_kingdom,1946-01-11T00:00:00Z,1946,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Tony_Kaye_Yes.jpg/200px-Tony_Kaye_Yes.jpg,United Kingdom
55,Q382751,Herbert de Souza,brazil,1935-11-13T00:00:00Z,1935,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Betinho_e_Hebe_Camargo,_sem_data.tif/200px-Betinho_e_Hebe_Camargo,_sem_data.tif",Brazil
56,Q386721,Jørn Riel,denmark,1931-07-23T00:00:00Z,1931,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/RIELPORTRAIT.TIF/200px-RIELPORTRAIT.TIF,Denmark
57,Q391562,Zac Goldsmith,united_kingdom,1975-01-20T00:00:00Z,1975,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Zac_Goldsmith_MP_-_official_photo_2017.jpg/200px-Zac_Goldsmith_MP_-_official_photo_2017.jpg,United Kingdom
58,Q401467,Ahmed Rushdi,pakistan,1934-04-24T00:00:00Z,1934,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Ahmed_Rushdi_1958.jpg/200px-Ahmed_Rushdi_1958.jpg,Pakistan
59,Q429943,Joan Francés Tisnèr,france,1954-01-01T00:00:00Z,1954,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/JoanFrancésTisnèr.JPG/200px-JoanFrancésTisnèr.JPG,France
60,Q432751,Loredana Nusciak,italy,1942-05-03T00:00:00Z,1942,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Loredana_Nusicak.jpg/200px-Loredana_Nusicak.jpg,Italy
61,Q433417,Keith Carradine,united_states_of_america,1949-08-08T00:00:00Z,1949,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Aspettando_Clint_Keith_Carradine_fcm.jpg/200px-Aspettando_Clint_Keith_Carradine_fcm.jpg,United States
62,Q433648,Hyun Jung-hwa,south_korea,1969-10-06T00:00:00Z,1969,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Jung-Hwa_and_Young-Ja_1989_Paraguay_stamp.jpg/200px-Jung-Hwa_and_Young-Ja_1989_Paraguay_stamp.jpg,Korea
63,Q435462,Raymond Poulidor,france,1936-04-15T00:00:00Z,1936,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Raymond_Poulidor_1966.jpg/200px-Raymond_Poulidor_1966.jpg,France
64,Q436394,Paula Yates,united_kingdom,1959-04-24T00:00:00Z,1959,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Paula_yates.jpg/200px-Paula_yates.jpg,United Kingdom
65,Q436477,Donald Reid Cabral,dominican_republic,1923-07-09T00:00:00Z,1923,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Donal_Reid_Cabral.png/200px-Donal_Reid_Cabral.png,Dominican Republic
66,Q437648,Sofia Sakorafa,greece,1957-04-29T00:00:00Z,1957,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Greek_part_-_Citizens’_Corner_debate-_Migration_maze_–_policing_Europe’s_borders,_whose_job_is_it?_(27093803063).jpg/200px-Greek_part_-_Citizens’_Corner_debate-_Migration_maze_–_policing_Europe’s_borders,_whose_job_is_it?_(27093803063).jpg",Greece
67,Q437831,Faiza Abou el-Naga,egypt,1951-11-12T00:00:00Z,1951,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Fayza_Abou_El_Naga.jpg/200px-Fayza_Abou_El_Naga.jpg,Egypt
68,Q437847,Vittorio Arrigoni,italy,1975-02-04T00:00:00Z,1975,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Vittorio_Arrigoni_draw.jpg/200px-Vittorio_Arrigoni_draw.jpg,Italy
69,Q439421,María Isabel Moreno,spain,1981-01-02T00:00:00Z,1981,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/123jhgfd.jpg/200px-123jhgfd.jpg,Spain
70,Q439869,Pamela David,argentina,1978-10-06T00:00:00Z,1978,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Pamela_David_1.jpg/200px-Pamela_David_1.jpg,Argentina
71,Q439919,Cristina Fernández Cubas,spain,1945-01-01T00:00:00Z,1945,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Cristina_Fernandez_Cubas_2175.jpg/200px-Cristina_Fernandez_Cubas_2175.jpg,Spain
72,Q441805,La India,puerto_rico,1969-03-09T00:00:00Z,1969,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Indiaalfombra.jpg/200px-Indiaalfombra.jpg,Puerto Rico
73,Q441870,Māris Štrombergs,latvia,1987-03-10T00:00:00Z,1987,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Māris_Štrombergs_-_BMX_Cyclist_of_Latvia.jpg/200px-Māris_Štrombergs_-_BMX_Cyclist_of_Latvia.jpg,Latvia
74,Q442965,Angélica María,mexico,1944-09-27T00:00:00Z,1944,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Angelica_Maria_2010_taken_in_Miami.jpg/200px-Angelica_Maria_2010_taken_in_Miami.jpg,Mexico
75,Q443188,Sarolta Monspart,hungary,1944-11-17T00:00:00Z,1944,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Sarolta_Monspart_Ausschnitt.jpg/200px-Sarolta_Monspart_Ausschnitt.jpg,Hungary
76,Q444277,Kara Walker,united_states_of_america,1969-11-26T00:00:00Z,1969,"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/86thStreet-_Chuck_Close,_Subway_Portraits_(31374025090).jpg/200px-86thStreet-_Chuck_Close,_Subway_Portraits_(31374025090).jpg",United States
77,Q445100,Iwao Takamoto,united_states_of_america,1925-04-29T00:00:00Z,1925,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/HBIwao&Me.jpg/200px-HBIwao&Me.jpg,United States
78,Q446222,Séverine Ferrer,france,1977-10-31T00:00:00Z,1977,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Séverine_ferrer.jpg/200px-Séverine_ferrer.jpg,France
79,Q447256,Arif Malikov,soviet_union,1933-09-13T00:00:00Z,1933,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Arif_Cahangir_oğlu_Məlikov.jpg/200px-Arif_Cahangir_oğlu_Məlikov.jpg,Russian Federation
80,Q447979,Larry Huras,canada,1955-07-08T00:00:00Z,1955,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Huras-Ingolstadt.jpg/200px-Huras-Ingolstadt.jpg,Canada
81,Q448618,Linda Fratianne,united_states_of_america,1960-08-02T00:00:00Z,1960,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Bundesarchiv_Bild_183-W0211-0109,_Lake_Pacid,_XIII._Winterolympiade,_Linda_Fratianne,_Heinz_Florian_Oertel,_Anett_Pötzsch_(cropped).jpg/200px-Bundesarchiv_Bild_183-W0211-0109,_Lake_Pacid,_XIII._Winterolympiade,_Linda_Fratianne,_Heinz_Florian_Oertel,_Anett_Pötzsch_(cropped).jpg",United States
82,Q454920,Karen Marie Moning,united_states_of_america,1964-11-01T00:00:00Z,1964,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Karen_marie_moning.jpeg/200px-Karen_marie_moning.jpeg,United States
83,Q455183,Helena Růžičková,czech_republic,1936-06-13T00:00:00Z,1936,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Helena_Růžičková_ve_hře_Revizor.jpg/200px-Helena_Růžičková_ve_hře_Revizor.jpg,Czech Republic
84,Q455579,Madonna Wayne Gacy,united_states_of_america,1964-03-06T00:00:00Z,1964,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Zimzum1995.jpg/200px-Zimzum1995.jpg,United States
85,Q459634,Edgar Itt,germany,1967-06-08T00:00:00Z,1967,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Edgar_Itt_and_Jörg_Vaihinger_1989_Paraguay_stamp.jpg/200px-Edgar_Itt_and_Jörg_Vaihinger_1989_Paraguay_stamp.jpg,Germany
86,Q459818,Leonardo Villar,brazil,1924-07-25T00:00:00Z,1924,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Leonardo_Vilar,_Fundo_Correio_da_Manhã.tif/200px-Leonardo_Vilar,_Fundo_Correio_da_Manhã.tif",Brazil
87,Q461641,Carrie P. Meek,united_states_of_america,1926-04-29T00:00:00Z,1926,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Carrie_Meek.jpg/200px-Carrie_Meek.jpg,United States
88,Q461879,Izabela Trojanowska,poland,1955-04-22T00:00:00Z,1955,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Izabella_Trojanowska_by_Foksal.jpg/200px-Izabella_Trojanowska_by_Foksal.jpg,Poland
89,Q462735,Jam Master Jay,united_states_of_america,1965-01-21T00:00:00Z,1965,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Jam_Master_Jay_Mural,_5_Pointz.JPG/200px-Jam_Master_Jay_Mural,_5_Pointz.JPG",United States
90,Q463503,Pernilla Stalfelt,sweden,1962-02-22T00:00:00Z,1962,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Pernilla_Stalfelt.tiff/200px-Pernilla_Stalfelt.tiff,Sweden
91,Q464950,Nadira,british_raj,1932-12-05T00:00:00Z,1932,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Nadira_in_Shree_420_(1955).png/200px-Nadira_in_Shree_420_(1955).png,India
92,Q465173,Guy N'dy Assembé,cameroon,1986-02-28T00:00:00Z,1986,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/GR.NDY_Assembe.jpg/200px-GR.NDY_Assembe.jpg,Cameroon
93,Q465657,American McGee,united_states_of_america,1972-12-13T00:00:00Z,1972,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/American_McGee.jpg/200px-American_McGee.jpg,United States
94,Q465702,Cissy Houston,united_states_of_america,1933-09-30T00:00:00Z,1933,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Sissy_Houston.jpg/200px-Sissy_Houston.jpg,United States
95,Q466995,Lakhdar Brahimi,algeria,1934-01-01T00:00:00Z,1934,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Lakhdar_Brahimi_-_profil_shot.jpg/200px-Lakhdar_Brahimi_-_profil_shot.jpg,Algeria
96,Q467074,Gayatri Joshi,india,1977-03-20T00:00:00Z,1977,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Gayatri_Oberoi.JPG/200px-Gayatri_Oberoi.JPG,India
97,Q467929,Luis García Meza Tejada,bolivia,1929-08-08T00:00:00Z,1929,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Luis_García_Meza_en_1975.jpg/200px-Luis_García_Meza_en_1975.jpg,"Bolivia, Plurinational State of"
98,Q467940,Charly García,argentina,1951-10-23T00:00:00Z,1951,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Charly_García_Pelo_II.png/200px-Charly_García_Pelo_II.png,Argentina
99,Q467984,Humberto Cholango,ecuador,1975-11-26T00:00:00Z,1975,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Cholango_(cropped).jpg/200px-Cholango_(cropped).jpg,Ecuador
100,Q469371,Henry Heimlich,united_states_of_america,1920-02-03T00:00:00Z,1920,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/013014_heimlich_071_1391720248324_2375670_ver1.0_640_480.jpg/200px-013014_heimlich_071_1391720248324_2375670_ver1.0_640_480.jpg,United States
101,Q469846,Dith Pran,cambodia,1942-09-23T00:00:00Z,1942,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Dith_Pran..jpg/200px-Dith_Pran..jpg,Cambodia
102,Q471006,Dirk Benedict,united_states_of_america,1945-03-01T00:00:00Z,1945,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Dirk_Benedict_-_Lucca_Comics_&_Games_2011.jpg/200px-Dirk_Benedict_-_Lucca_Comics_&_Games_2011.jpg,United States
103,Q472590,Jakob Piil,denmark,1973-03-09T00:00:00Z,1973,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/CSC-HEW-Cyclassics-2005a.jpg/200px-CSC-HEW-Cyclassics-2005a.jpg,Denmark
104,Q476012,Jacob Jensen,denmark,1926-04-29T00:00:00Z,1926,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Jacob_Jensen_(artist).tif/200px-Jacob_Jensen_(artist).tif,Denmark
105,Q476100,Roman Cieślewicz,poland,1930-01-13T00:00:00Z,1930,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Portrait_de_Roman_Cieslewicz.tiff/200px-Portrait_de_Roman_Cieslewicz.tiff,Poland
106,Q478832,Laura Sandys,united_kingdom,1964-06-05T00:00:00Z,1964,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Laura_Sandys_and_Damian_Carrington.jpg/200px-Laura_Sandys_and_Damian_Carrington.jpg,United Kingdom
107,Q480128,Jean-Louis Georgelin,france,1948-08-30T00:00:00Z,1948,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Nicolas_Sarkoky_Bastille_Day_2008_n2-Georgelin.jpg/200px-Nicolas_Sarkoky_Bastille_Day_2008_n2-Georgelin.jpg,France
108,Q485905,Yoo Jae-suk,south_korea,1972-08-14T00:00:00Z,1972,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/劉在錫.jpg/200px-劉在錫.jpg,Korea
109,Q489539,André Luiz Tavares,brazil,1983-07-30T00:00:00Z,1983,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Andrezinho_no_Internacional.jpg/200px-Andrezinho_no_Internacional.jpg,Brazil
110,Q489875,Lim Chang-yong,south_korea,1976-06-04T00:00:00Z,1976,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/YS-Lim-Chang-Yong.jpg/200px-YS-Lim-Chang-Yong.jpg,Korea
111,Q491437,Chung Dong-young,south_korea,1953-07-27T00:00:00Z,1953,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Chungdongyoung1.jpg/200px-Chungdongyoung1.jpg,Korea
112,Q492375,Sung Joon,south_korea,1990-07-10T00:00:00Z,1990,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Sj_gu2.jpg/200px-Sj_gu2.jpg,Korea
113,Q494662,Park Tae-joon,south_korea,1927-09-29T00:00:00Z,1927,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Tae-Joon_Park.jpg/200px-Tae-Joon_Park.jpg,Korea
114,Q503641,Urs Fischer,switzerland,1973-05-02T00:00:00Z,1973,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Blue_Lamp-Bear_by_Urs_Fischer.jpg/200px-Blue_Lamp-Bear_by_Urs_Fischer.jpg,Switzerland
115,Q504434,"Per ""Dead"" Ohlin",sweden,1969-01-16T00:00:00Z,1969,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Per_""Dead""_Ohlin_(cropped_from_MayhemClassic.jpg).jpg/200px-Per_""Dead""_Ohlin_(cropped_from_MayhemClassic.jpg).jpg",Sweden
116,Q505200,Andrew Holness,jamaica,1972-07-22T00:00:00Z,1972,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Andrew_Holness_cropped.jpg/200px-Andrew_Holness_cropped.jpg,Jamaica
117,Q505731,Viatcheslav Ekimov,russia,1966-02-04T00:00:00Z,1966,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Ekimov.jpg/200px-Ekimov.jpg,Russian Federation
