,id,label,nationality,date_of_birth,year_of_birth,image,country
20,Q1774948,Archduchess Elisabeth of Austria,spain,1922-05-31T00:00:00Z,1922,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Die_Kinder_von_Kaiser_Karl_und_Kaiserin_Zita,_Quinta_Vigia,_Funchal.jpg/200px-Die_Kinder_von_Kaiser_Karl_und_Kaiserin_Zita,_Quinta_Vigia,_Funchal.jpg",Spain
21,Q1782974,Peter Sorge,germany,1937-04-14T00:00:00Z,1937,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Munsky_und_Sorge.jpg/200px-Munsky_und_Sorge.jpg,Germany
22,Q1789315,Tony Harnell,united_states_of_america,1962-09-18T00:00:00Z,1962,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Tonybw.jpg/200px-Tonybw.jpg,United States
23,Q1790470,Krzysztof Żabiński,poland,1953-02-07T00:00:00Z,1953,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Poseł_Krzysztof_Żabiński_X_kadencja.jpg/200px-Poseł_Krzysztof_Żabiński_X_kadencja.jpg,Poland
24,Q1791177,Jayme Tiomno,brazil,1920-04-16T00:00:00Z,1920,"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Jaime_Tiomno,_sem_data.tif/200px-Jaime_Tiomno,_sem_data.tif",Brazil
25,Q1800860,Chris Barnard,south_africa,1939-07-15T00:00:00Z,1939,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Chris_Barnard_(skrywer).jpg/200px-Chris_Barnard_(skrywer).jpg,South Africa
26,Q1805161,Suleiman Jasir Al-Herbish,saudi_arabia,1942-11-06T00:00:00Z,1942,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Suleiman_J._Al-Herbish.tif/200px-Suleiman_J._Al-Herbish.tif,Saudi Arabia
27,Q1811707,Lee Atwater,united_states_of_america,1951-02-27T00:00:00Z,1951,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Lee_Atwater_1982.jpg/200px-Lee_Atwater_1982.jpg,United States
28,Q1835064,Stefano Parinussa,kingdom_of_the_netherlands,1991-03-27T00:00:00Z,1991,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/S_Parinussa.jpg/200px-S_Parinussa.jpg,Netherlands
29,Q1855263,Luke Rhinehart,united_states_of_america,1932-11-15T00:00:00Z,1932,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Ann'smedGeorge.jpg/200px-Ann'smedGeorge.jpg,United States
30,Q1877399,Yvo van Regteren Altena,kingdom_of_the_netherlands,1958-01-01T00:00:00Z,1958,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Yvo_van_Regteren_Altena2.jpg/200px-Yvo_van_Regteren_Altena2.jpg,Netherlands
31,Q1893796,Marco Kaufmann,germany,1975-04-17T00:00:00Z,1975,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/M_kaufmann_studio-300x200.jpg/200px-M_kaufmann_studio-300x200.jpg,Germany
32,Q1894247,Marcus Marin,germany,1966-12-13T00:00:00Z,1966,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Markus_Marin_1997.JPG/200px-Markus_Marin_1997.JPG,Germany
33,Q1894971,Marien Willemsen,kingdom_of_the_netherlands,1984-09-18T00:00:00Z,1984,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/167957_fullimage_Marien_Willemsen_205x250.jpg/200px-167957_fullimage_Marien_Willemsen_205x250.jpg,Netherlands
34,Q1899924,Mark Anthony Graham,canada,1973-05-17T00:00:00Z,1973,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Private_Mark_Anthony_Graham.jpg/200px-Private_Mark_Anthony_Graham.jpg,Canada
35,Q1900836,Marko Elsner,socialist_federal_republic_of_yugoslavia,1960-04-11T00:00:00Z,1960,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Marko_Elsner.jpg/200px-Marko_Elsner.jpg,Yugoslavia
36,Q1911532,Hans van Leeuwen,kingdom_of_the_netherlands,1952-06-19T00:00:00Z,1952,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Hans_van_Leeuwen_2009.jpg/200px-Hans_van_Leeuwen_2009.jpg,Netherlands
37,Q1924670,Meta Janssen-Kucz,germany,1961-08-11T00:00:00Z,1961,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Janssen-Kuncz,_Meta.jpg/200px-Janssen-Kuncz,_Meta.jpg",Germany
38,Q1932097,Mieczysław Cisło,poland,1945-08-12T00:00:00Z,1945,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Bp_Cislo.jpg/200px-Bp_Cislo.jpg,Poland
39,Q1939484,Mitchel Wongsodikromo,suriname,1985-08-26T00:00:00Z,1985,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Mitchel_Wongsodikromo_badminton_Suriname.jpg/200px-Mitchel_Wongsodikromo_badminton_Suriname.jpg,Suriname
40,Q1964282,Maria Gaidar,russia,1982-10-21T00:00:00Z,1982,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Maria_Gaidar.jpg/200px-Maria_Gaidar.jpg,Russian Federation
41,Q1986248,Leonid Desyatnikov,soviet_union,1955-10-16T00:00:00Z,1955,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Leonid_Desyatnikov_2009.jpg/200px-Leonid_Desyatnikov_2009.jpg,Russian Federation
42,Q1986746,Antonino Calderone,italy,1935-10-24T00:00:00Z,1935,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Antonio_Calderone.jpg/200px-Antonio_Calderone.jpg,Italy
43,Q1996474,Mauricio Sperduti,argentina,1986-02-16T00:00:00Z,1986,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Mauricio_Sperdutti_Newell's_Old_Boys.jpg/200px-Mauricio_Sperdutti_Newell's_Old_Boys.jpg,Argentina
44,Q1999056,Henfil,brazil,1944-02-05T00:00:00Z,1944,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Henfil_(1971).tif/200px-Henfil_(1971).tif,Brazil
45,Q2006897,Josip Katalinski,yugoslavia,1948-05-02T00:00:00Z,1948,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Josip_Katalinski_at_World_Cup_1974_against_Zaire.jpg/200px-Josip_Katalinski_at_World_Cup_1974_against_Zaire.jpg,Yugoslavia
46,Q2009987,Carina Zampini,argentina,1975-09-12T00:00:00Z,1975,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/27_Apr_2013_17_29_01_zampini-1.jpg/200px-27_Apr_2013_17_29_01_zampini-1.jpg,Argentina
47,Q2020409,Oliver Luksic,germany,1979-10-09T00:00:00Z,1979,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Luksicoliver.jpg/200px-Luksicoliver.jpg,Germany
48,Q2023524,Igor Vovchanchyn,ukraine,1973-08-06T00:00:00Z,1973,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Igor_Vovchanchyn.jpg/200px-Igor_Vovchanchyn.jpg,Ukraine
49,Q2032185,Lala Shevket,azerbaijan,1951-11-07T00:00:00Z,1951,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Prof._Dr._Lala_Shevket,_Leader_of_Azerbaijan_Liberal_Party.jpg/200px-Prof._Dr._Lala_Shevket,_Leader_of_Azerbaijan_Liberal_Party.jpg",Azerbaijan
50,Q2032504,Ihor Kutepov,ukraine,1965-12-17T00:00:00Z,1965,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Igor_Kutepov.jpg/200px-Igor_Kutepov.jpg,Ukraine
51,Q2033471,Ghazaros Saryan,soviet_union,1920-09-30T00:00:00Z,1920,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/SARYAN.tif/200px-SARYAN.tif,Russian Federation
52,Q2036270,Osvaldo Giuntini,brazil,1936-10-24T00:00:00Z,1936,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Dom_Osvaldo_Giuntini.jpg/200px-Dom_Osvaldo_Giuntini.jpg,Brazil
53,Q2039710,Otto Lange,germany,1924-01-01T00:00:00Z,1924,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Otto-lange-selbstbildnis.jpg/200px-Otto-lange-selbstbildnis.jpg,Germany
54,Q2040386,René Zavaleta Mercado,bolivia,1935-01-01T00:00:00Z,1935,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/René_Zavaleta_Mercado.jpg/200px-René_Zavaleta_Mercado.jpg,"Bolivia, Plurinational State of"
55,Q2049183,Ranjith,india,1977-02-21T00:00:00Z,1977,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Singer_Ranjith.JPG/200px-Singer_Ranjith.JPG,India
56,Q2055023,Ivelisse Vélez,puerto_rico,1988-09-21T00:00:00Z,1988,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Sophia_Cortez_with_Paul_Billets_(cropped).jpg/200px-Sophia_Cortez_with_Paul_Billets_(cropped).jpg,Puerto Rico
57,Q2056297,Pastor Troy,united_states_of_america,1977-11-18T00:00:00Z,1977,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Pastor_Troy.jpg/200px-Pastor_Troy.jpg,United States
58,Q2072634,André Senghor,senegal,1986-01-28T00:00:00Z,1986,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/André_Senghor.jpg/200px-André_Senghor.jpg,Senegal
59,Q2090275,Michael Poghosyan,soviet_union,1954-05-31T00:00:00Z,1954,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Ա_Ր_Լ_Ե_Ք_Ի_Ն.jpg/200px-Ա_Ր_Լ_Ե_Ք_Ի_Ն.jpg,Russian Federation
60,Q2091045,Yehoram Gaon,israel,1939-12-28T00:00:00Z,1939,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Zochrimyehoramgaon.jpg/200px-Zochrimyehoramgaon.jpg,Israel
61,Q2111347,Beer Wentink,kingdom_of_the_netherlands,1943-11-23T00:00:00Z,1943,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Beer_Wentink.jpg/200px-Beer_Wentink.jpg,Netherlands
62,Q2131427,Raphael Wressnig,austria,1979-10-14T00:00:00Z,1979,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Raphaelwressnigbymirjamkoch.jpg/200px-Raphaelwressnigbymirjamkoch.jpg,Austria
63,Q2137748,Reza Shahroudi,iran,1972-02-21T00:00:00Z,1972,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Reza_shahroudi.jpg/200px-Reza_shahroudi.jpg,"Iran, Islamic Republic of"
64,Q2150338,Richard Palais,united_states_of_america,1931-05-22T00:00:00Z,1931,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Palais_Terng.jpg/200px-Palais_Terng.jpg,United States
65,Q2150923,Richard Williams,united_states_of_america,1931-05-04T00:00:00Z,1931,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Richard_Gene_Williams,_Trumpet_Player_(1931-1985).jpg/200px-Richard_Gene_Williams,_Trumpet_Player_(1931-1985).jpg",United States
66,Q2162749,Roland Geiger,germany,1941-04-18T00:00:00Z,1941,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Roland_Geiger_2013.jpg/200px-Roland_Geiger_2013.jpg,Germany
67,Q2191695,"Eduardo Cojuangco, Jr.",philippines,1935-06-10T00:00:00Z,1935,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Eduardo-cojuangco-jr.jpg/200px-Eduardo-cojuangco-jr.jpg,Philippines
68,Q2278026,Mani Nouri,iran,1989-11-01T00:00:00Z,1989,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Mani_Nouri.jpg/200px-Mani_Nouri.jpg,"Iran, Islamic Republic of"
69,Q2281519,Guido Vincenzi,italy,1932-07-14T00:00:00Z,1932,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Guido_Vincenzi.jpg/200px-Guido_Vincenzi.jpg,Italy
70,Q2310433,Jeff McCarthy,united_states_of_america,1954-10-16T00:00:00Z,1954,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Fullsizeoutput_28c.jpg/200px-Fullsizeoutput_28c.jpg,United States
71,Q2331772,Stanley O'Neal,united_states_of_america,1951-10-07T00:00:00Z,1951,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Stanley_O'Neal_-_Merrill_EX-CEO_on_C-SPAN_cropped.PNG/200px-Stanley_O'Neal_-_Merrill_EX-CEO_on_C-SPAN_cropped.PNG,United States
72,Q2333031,Jonathan Kis-Lev,israel,1985-09-12T00:00:00Z,1985,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Jonathan_Kis-Lev_Portrait_Photo.png/200px-Jonathan_Kis-Lev_Portrait_Photo.png,Israel
73,Q2337174,Stefan Müller-Doohm,germany,1942-11-13T00:00:00Z,1942,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Stefan_Mueller_Dohm.tiff/200px-Stefan_Mueller_Dohm.tiff,Germany
74,Q2338747,James Guthrie,united_kingdom,1953-11-14T00:00:00Z,1953,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/James_Guthrie_(record_producer).jpg/200px-James_Guthrie_(record_producer).jpg,United Kingdom
75,Q2344792,Hossein Vahid Khorasani,iran,1924-12-01T00:00:00Z,1924,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Hossein_Vahid_Khorasani.jpg/200px-Hossein_Vahid_Khorasani.jpg,"Iran, Islamic Republic of"
76,Q2356899,Derrick Obasohan,nigeria,1981-04-18T00:00:00Z,1981,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Derrick_Obasohan.jpg/200px-Derrick_Obasohan.jpg,Nigeria
77,Q2364264,Oleg Dahl,soviet_union,1941-05-25T00:00:00Z,1941,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Oleg_Dahl_Postal_card_Russia_2016cr.jpg/200px-Oleg_Dahl_Postal_card_Russia_2016cr.jpg,Russian Federation
78,Q2369053,Jaïr Ferwerda,kingdom_of_the_netherlands,1976-09-28T00:00:00Z,1976,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/190617-jair-ferwerda-09.jpg/200px-190617-jair-ferwerda-09.jpg,Netherlands
79,Q2383339,Maciej Ganczar,poland,1976-01-19T00:00:00Z,1976,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Maciej_Ganczar.jpg/200px-Maciej_Ganczar.jpg,Poland
80,Q2388019,Serhiy Shmatovalenko,soviet_union,1967-01-29T00:00:00Z,1967,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Memory_match_Byalkevich,_Bal_and_Husin18.jpg/200px-Memory_match_Byalkevich,_Bal_and_Husin18.jpg",Russian Federation
81,Q2398086,Bart Caron,belgium,1955-07-31T00:00:00Z,1955,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Bart_Caron_(2).jpg/200px-Bart_Caron_(2).jpg,Belgium
82,Q2399055,Rob Bianchi,kingdom_of_the_netherlands,1948-03-06T00:00:00Z,1948,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Rob_Bianchi_(rechts)_in_duel_met_Johnny_Rep.jpg/200px-Rob_Bianchi_(rechts)_in_duel_met_Johnny_Rep.jpg,Netherlands
83,Q2418536,Anna Bagriana,ukraine,1981-03-24T00:00:00Z,1981,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Anna_Bagriana.jpg/200px-Anna_Bagriana.jpg,Ukraine
84,Q2422295,Thomas Baumer,switzerland,1960-05-29T00:00:00Z,1960,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Thomas_Baumer_2012.jpg/200px-Thomas_Baumer_2012.jpg,Switzerland
85,Q2437875,Tobias Langhoff,germany,1962-11-28T00:00:00Z,1962,"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Bundesarchiv_Bild_183-1989-1104-062,_Berlin,_Demonstration,_Rede_Thomas_Langhoff.jpg/200px-Bundesarchiv_Bild_183-1989-1104-062,_Berlin,_Demonstration,_Rede_Thomas_Langhoff.jpg",Germany
86,Q2454619,Ferdi Jolij,kingdom_of_the_netherlands,1949-11-11T00:00:00Z,1949,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/FerdinandMariaJoly.jpg/200px-FerdinandMariaJoly.jpg,Netherlands
87,Q2470009,Carson Kressley,united_states_of_america,1969-11-11T00:00:00Z,1969,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Carson_Kressley_Headshot.jpg/200px-Carson_Kressley_Headshot.jpg,United States
88,Q2499321,Leendert Ginjaar,kingdom_of_the_netherlands,1928-05-28T00:00:00Z,1928,"https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Tweede_Kamer_behandeld_abortuswetsontwerp,_antwoord_regering_op_abortusontwerp,_Minister_Ginjaar_aan_het_woord_-_NL-HaNA_Anefo_931-1763_WM381.jpg/200px-Tweede_Kamer_behandeld_abortuswetsontwerp,_antwoord_regering_op_abortusontwerp,_Minister_Ginjaar_aan_het_woord_-_NL-HaNA_Anefo_931-1763_WM381.jpg",Netherlands
89,Q2509795,Viktar Hanchar,soviet_union,1958-09-07T00:00:00Z,1958,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Виктор_Иосифович_Гончар.jpg/200px-Виктор_Иосифович_Гончар.jpg,Russian Federation
90,Q2514772,Laurent Marcangeli,france,1980-12-10T00:00:00Z,1980,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Laurent_Marcangeli.jpg/200px-Laurent_Marcangeli.jpg,France
91,Q2519043,Joaquim Pedro de Andrade,brazil,1932-05-25T00:00:00Z,1932,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Joaquim_Pedro_de_Andrade_desenho.jpg/200px-Joaquim_Pedro_de_Andrade_desenho.jpg,Brazil
92,Q2521860,Scott Nails,united_states_of_america,1982-04-29T00:00:00Z,1982,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Scott_Nails_5.jpg/200px-Scott_Nails_5.jpg,United States
93,Q2534859,Apasra Hongsakula,thailand,1947-01-16T00:00:00Z,1947,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Uni1965_color.jpg/200px-Uni1965_color.jpg,Thailand
94,Q2542272,Yong Teck Lee,malaysia,1958-10-03T00:00:00Z,1958,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Yong_Teck_Lee.jpg/200px-Yong_Teck_Lee.jpg,Malaysia
95,Q2545558,Walter Mostert,germany,1936-06-10T00:00:00Z,1936,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/ZugfahrtmitMostert.tiff/200px-ZugfahrtmitMostert.tiff,Germany
96,Q2546305,Walter Siebel,germany,1938-10-05T00:00:00Z,1938,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Walter_Siebel_2001.tiff/200px-Walter_Siebel_2001.tiff,Germany
97,Q2547113,William Pope.L,united_states_of_america,1955-06-28T00:00:00Z,1955,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Pope.L_Great_White_Way_8762_01_s.jpg/200px-Pope.L_Great_White_Way_8762_01_s.jpg,United States
98,Q2556710,Mathías Vidangossy,chile,1987-05-25T00:00:00Z,1987,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Matias.jpg/200px-Matias.jpg,Chile
99,Q2558230,Jairo Castillo,colombia,1977-11-17T00:00:00Z,1977,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Jairo_Castillo.jpg/200px-Jairo_Castillo.jpg,Colombia
100,Q2559832,Hirotugu Akaike,japan,1927-11-05T00:00:00Z,1927,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Akaike-small.jpg/200px-Akaike-small.jpg,Japan
101,Q2565220,Hubert Wilton,kingdom_of_the_netherlands,1921-03-12T00:00:00Z,1921,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Hubert_Wilton_1958.jpg/200px-Hubert_Wilton_1958.jpg,Netherlands
102,Q2574238,Lars Knudsen,denmark,1962-02-21T00:00:00Z,1962,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Lars_knudsen.jpg/200px-Lars_knudsen.jpg,Denmark
103,Q2575841,Rati Agnihotri,india,1960-12-10T00:00:00Z,1960,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Rati_Agnihotri.jpg/200px-Rati_Agnihotri.jpg,India
104,Q2589897,Eva Jiřičná,czech_republic,1939-03-03T00:00:00Z,1939,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/EJiricna.JPG/200px-EJiricna.JPG,Czech Republic
105,Q2591964,Cees Korvinus,kingdom_of_the_netherlands,1950-02-27T00:00:00Z,1950,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Cfk.jpg/200px-Cfk.jpg,Netherlands
106,Q2602840,Aldin Ðidić,bosnia_and_herzegovina,1983-08-30T00:00:00Z,1983,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Aldin_Ðidić_2013-05-18_18.23.12.jpg/200px-Aldin_Ðidić_2013-05-18_18.23.12.jpg,Bosnia and Herzegovina
107,Q2606230,Valentin Yotov,bulgaria,1988-09-06T00:00:00Z,1988,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/ValentinIotov.svg/200px-ValentinIotov.svg,Bulgaria
108,Q2629595,Yang Wenjun,people's_republic_of_china,1983-12-25T00:00:00Z,1983,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Chinese_sprint_canoeist_Yang_Wenjun;_皮划艇运动员杨文军.jpg/200px-Chinese_sprint_canoeist_Yang_Wenjun;_皮划艇运动员杨文军.jpg,China
109,Q2631159,Georgi Naydenov,bulgaria,1931-12-21T00:00:00Z,1931,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Goalkeeper_training_before_World_Cup_Chile_1962.jpg/200px-Goalkeeper_training_before_World_Cup_Chile_1962.jpg,Bulgaria
110,Q2632606,Gerrit Blaauw,kingdom_of_the_netherlands,1924-07-17T00:00:00Z,1924,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Gerrit_A._Blaauw_circa_1950.tif/200px-Gerrit_A._Blaauw_circa_1950.tif,Netherlands
111,Q2632914,Vera Krasova,soviet_union,1987-12-11T00:00:00Z,1987,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Вера_Красова.jpg/200px-Вера_Красова.jpg,Russian Federation
112,Q2635164,Maysa Matarazzo,brazil,1936-06-06T00:00:00Z,1936,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Maysa,_1958.tif/200px-Maysa,_1958.tif",Brazil
113,Q2636607,Jaime Maussan,mexico,1953-05-30T00:00:00Z,1953,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/José_Jaime_Maussan_.jpg/200px-José_Jaime_Maussan_.jpg,Mexico
114,Q2655644,Lars Spuybroek,kingdom_of_the_netherlands,1959-09-16T00:00:00Z,1959,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Spuybroek.png/200px-Spuybroek.png,Netherlands
